#NCBI_GeneID	Ensembl_Gene	HGNC_ID	symbol	name	RefSeq_nuc	RefSeq_prot	Ensembl_nuc	Ensembl_prot	MANE_status	GRCh38_chr	chr_start	chr_end	chr_strand
GeneID:1196	ENSG00000176444.20	HGNC:2069	CLK2	CDC like kinase 2	NM_001294338.2	NP_001281267.1	ENST00000368361.9	ENSP00000357345.4	MANE Select	NC_000001.11	155262868	155273504	-
GeneID:1198	ENSG00000179335.20	HGNC:2071	CLK3	CDC like kinase 3	NM_001130028.2	NP_001123500.2	ENST00000395066.9	ENSP00000378505.4	MANE Select	NC_000015.10	74615836	74630201	+
GeneID:1200	ENSG00000166340.18	HGNC:2073	TPP1	tripeptidyl peptidase 1	NM_000391.4	NP_000382.3	ENST00000299427.12	ENSP00000299427.6	MANE Select	NC_000011.10	6612768	6619422	-
GeneID:1201	ENSG00000188603.22	HGNC:2074	CLN3	CLN3 lysosomal/endosomal transmembrane protein, battenin	NM_001042432.2	NP_001035897.1	ENST00000636147.2	ENSP00000490105.1	MANE Select	NC_000016.10	28477279	28492074	-
GeneID:1203	ENSG00000102805.16	HGNC:2076	CLN5	CLN5 intracellular trafficking protein	NM_006493.4	NP_006484.2	ENST00000377453.9	ENSP00000366673.5	MANE Select	NC_000013.11	76992081	77005117	+
GeneID:1207	ENSG00000074201.9	HGNC:2080	CLNS1A	chloride nucleotide-sensitive channel 1A	NM_001293.3	NP_001284.1	ENST00000525428.6	ENSP00000433919.1	MANE Select	NC_000011.10	77614530	77637794	-
GeneID:1208	ENSG00000137392.10	HGNC:2085	CLPS	colipase	NM_001832.4	NP_001823.1	ENST00000259938.7	ENSP00000259938.2	MANE Select	NC_000006.12	35794982	35797323	-
GeneID:1209	ENSG00000104853.16	HGNC:2087	CLPTM1	CLPTM1 regulator of GABA type A receptor forward trafficking	NM_001294.4	NP_001285.1	ENST00000337392.10	ENSP00000336994.4	MANE Select	NC_000019.10	44955380	44993341	+
GeneID:1211	ENSG00000122705.18	HGNC:2090	CLTA	clathrin light chain A	NM_001833.4	NP_001824.1	ENST00000345519.10	ENSP00000242284.6	MANE Select	NC_000009.12	36190921	36212059	+
GeneID:1212	ENSG00000175416.16	HGNC:2091	CLTB	clathrin light chain B	NM_007097.5	NP_009028.1	ENST00000310418.9	ENSP00000309415.4	MANE Select	NC_000005.10	176392501	176416539	-
GeneID:1213	ENSG00000141367.14	HGNC:2092	CLTC	clathrin heavy chain	NM_004859.4	NP_004850.1	ENST00000269122.8	ENSP00000269122.3	MANE Select	NC_000017.11	59619895	59696956	+
GeneID:1215	ENSG00000092009.10	HGNC:2097	CMA1	chymase 1	NM_001836.5	NP_001827.1	ENST00000250378.7	ENSP00000250378.3	MANE Select	NC_000014.9	24505353	24508265	-
GeneID:1230	ENSG00000163823.4	HGNC:1602	CCR1	C-C motif chemokine receptor 1	NM_001295.3	NP_001286.1	ENST00000296140.4	ENSP00000296140.3	MANE Select	NC_000003.12	46201711	46208313	-
GeneID:1232	ENSG00000183625.16	HGNC:1604	CCR3	C-C motif chemokine receptor 3	NM_178329.3	NP_847899.1	ENST00000395940.3	ENSP00000379271.2	MANE Select	NC_000003.12	46242460	46266706	+
GeneID:1233	ENSG00000183813.8	HGNC:1605	CCR4	C-C motif chemokine receptor 4	NM_005508.5	NP_005499.1	ENST00000330953.6	ENSP00000332659.5	MANE Select	NC_000003.12	32951644	32956349	+
GeneID:1234	ENSG00000160791.14	HGNC:1606	CCR5	C-C motif chemokine receptor 5	NM_001394783.1	NP_001381712.1	ENST00000292303.5	ENSP00000292303.4	MANE Select	NC_000003.12	46370946	46376206	+
GeneID:1235	ENSG00000112486.18	HGNC:1607	CCR6	C-C motif chemokine receptor 6	NM_031409.4	NP_113597.2	ENST00000341935.10	ENSP00000343952.5	MANE Select	NC_000006.12	167123096	167139141	+
GeneID:1236	ENSG00000126353.4	HGNC:1608	CCR7	C-C motif chemokine receptor 7	NM_001838.4	NP_001829.1	ENST00000246657.2	ENSP00000246657.2	MANE Select	NC_000017.11	40553769	40565472	-
GeneID:1237	ENSG00000179934.8	HGNC:1609	CCR8	C-C motif chemokine receptor 8	NM_005201.4	NP_005192.1	ENST00000326306.5	ENSP00000326432.4	MANE Select	NC_000003.12	39329709	39333680	+
GeneID:1238	ENSG00000144648.16	HGNC:1565	ACKR2	atypical chemokine receptor 2	NM_001296.5	NP_001287.2	ENST00000422265.6	ENSP00000416996.1	MANE Select	NC_000003.12	42809445	42867286	+
GeneID:1240	ENSG00000174600.14	HGNC:2121	CMKLR1	chemerin chemokine-like receptor 1	NM_001142343.2	NP_001135815.1	ENST00000550402.6	ENSP00000449716.1	MANE Select	NC_000012.12	108288046	108339311	-
GeneID:1241	ENSG00000213903.9	HGNC:6713	LTB4R	leukotriene B4 receptor	NM_001143919.3	NP_001137391.1	ENST00000345363.8	ENSP00000307445.3	MANE Select	NC_000014.9	24311502	24318036	+
GeneID:1244	ENSG00000023839.12	HGNC:53	ABCC2	ATP binding cassette subfamily C member 2	NM_000392.5	NP_000383.2	ENST00000647814.1	ENSP00000497274.1	MANE Select	NC_000010.11	99782640	99852594	+
GeneID:1258	ENSG00000070729.14	HGNC:2151	CNGB1	cyclic nucleotide gated channel subunit beta 1	NM_001297.5	NP_001288.3	ENST00000251102.13	ENSP00000251102.8	MANE Select	NC_000016.10	57882340	57971128	-
GeneID:1259	ENSG00000198515.16	HGNC:2148	CNGA1	cyclic nucleotide gated channel subunit alpha 1	NM_001379270.1	NP_001366199.1	ENST00000514170.7	ENSP00000426862.3	MANE Select	NC_000004.12	47935977	48016681	-
GeneID:1260	ENSG00000183862.6	HGNC:2149	CNGA2	cyclic nucleotide gated channel subunit alpha 2	NM_005140.3	NP_005131.1	ENST00000329903.5	ENSP00000328478.4	MANE Select	NC_000023.11	151734746	151745564	+
GeneID:1261	ENSG00000144191.12	HGNC:2150	CNGA3	cyclic nucleotide gated channel subunit alpha 3	NM_001298.3	NP_001289.1	ENST00000272602.7	ENSP00000272602.2	MANE Select	NC_000002.12	98346456	98398601	+
GeneID:1262	ENSG00000132259.13	HGNC:2152	CNGA4	cyclic nucleotide gated channel subunit alpha 4	NM_001037329.4	NP_001032406.1	ENST00000379936.3	ENSP00000369268.2	MANE Select	NC_000011.10	6239089	6244479	+
GeneID:1263	ENSG00000173846.14	HGNC:2154	PLK3	polo like kinase 3	NM_004073.4	NP_004064.2	ENST00000372201.5	ENSP00000361275.4	MANE Select	NC_000001.11	44800377	44805990	+
GeneID:1264	ENSG00000130176.8	HGNC:2155	CNN1	calponin 1	NM_001299.6	NP_001290.2	ENST00000252456.7	ENSP00000252456.1	MANE Select	NC_000019.10	11538851	11550323	+
GeneID:1265	ENSG00000064666.15	HGNC:2156	CNN2	calponin 2	NM_004368.4	NP_004359.1	ENST00000263097.9	ENSP00000263097.2	MANE Select	NC_000019.10	1026608	1039065	+
GeneID:1266	ENSG00000117519.16	HGNC:2157	CNN3	calponin 3	NM_001839.5	NP_001830.1	ENST00000370206.9	ENSP00000359225.4	MANE Select	NC_000001.11	94896957	94927110	-
GeneID:1267	ENSG00000173786.17	HGNC:2158	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase	NM_033133.5	NP_149124.3	ENST00000393892.8	ENSP00000377470.2	MANE Select	NC_000017.11	41966795	41977740	+
GeneID:1268	ENSG00000118432.13	HGNC:2159	CNR1	cannabinoid receptor 1	NM_016083.6	NP_057167.2	ENST00000369501.3	ENSP00000358513.2	MANE Select	NC_000006.12	88139864	88166347	-
GeneID:1269	ENSG00000188822.8	HGNC:2160	CNR2	cannabinoid receptor 2	NM_001841.3	NP_001832.1	ENST00000374472.5	ENSP00000363596.4	MANE Select	NC_000001.11	23870515	23913362	-
GeneID:1270	ENSG00000242689.3	HGNC:2169	CNTF	ciliary neurotrophic factor	NM_000614.4	NP_000605.1	ENST00000361987.6	ENSP00000355370.4	MANE Select	NC_000011.10	58622665	58625733	+
GeneID:1271	ENSG00000122756.15	HGNC:2170	CNTFR	ciliary neurotrophic factor receptor	NM_147164.3	NP_671693.1	ENST00000378980.8	ENSP00000368265.3	MANE Select	NC_000009.12	34551433	34589724	-
GeneID:1272	ENSG00000018236.15	HGNC:2171	CNTN1	contactin 1	NM_001843.4	NP_001834.2	ENST00000551295.7	ENSP00000447006.1	MANE Select	NC_000012.12	40692439	41072415	+
GeneID:1277	ENSG00000108821.14	HGNC:2197	COL1A1	collagen type I alpha 1 chain	NM_000088.4	NP_000079.2	ENST00000225964.10	ENSP00000225964.6	MANE Select	NC_000017.11	50184101	50201631	-
GeneID:1278	ENSG00000164692.19	HGNC:2198	COL1A2	collagen type I alpha 2 chain	NM_000089.4	NP_000080.2	ENST00000297268.11	ENSP00000297268.6	MANE Select	NC_000007.14	94394895	94431227	+
GeneID:1280	ENSG00000139219.19	HGNC:2200	COL2A1	collagen type II alpha 1 chain	NM_001844.5	NP_001835.3	ENST00000380518.8	ENSP00000369889.3	MANE Select	NC_000012.12	47972967	48004476	-
GeneID:1281	ENSG00000168542.18	HGNC:2201	COL3A1	collagen type III alpha 1 chain	NM_000090.4	NP_000081.2	ENST00000304636.9	ENSP00000304408.4	MANE Select	NC_000002.12	188974373	189012746	+
GeneID:1282	ENSG00000187498.17	HGNC:2202	COL4A1	collagen type IV alpha 1 chain	NM_001845.6	NP_001836.3	ENST00000375820.10	ENSP00000364979.4	MANE Select	NC_000013.11	110148963	110307157	-
GeneID:1284	ENSG00000134871.20	HGNC:2203	COL4A2	collagen type IV alpha 2 chain	NM_001846.4	NP_001837.2	ENST00000360467.7	ENSP00000353654.5	MANE Select	NC_000013.11	110307284	110513209	+
GeneID:1285	ENSG00000169031.21	HGNC:2204	COL4A3	collagen type IV alpha 3 chain	NM_000091.5	NP_000082.2	ENST00000396578.8	ENSP00000379823.3	MANE Select	NC_000002.12	227164624	227314792	+
GeneID:1286	ENSG00000081052.14	HGNC:2206	COL4A4	collagen type IV alpha 4 chain	NM_000092.5	NP_000083.3	ENST00000396625.5	ENSP00000379866.3	MANE Select	NC_000002.12	227002714	227164205	-
GeneID:1287	ENSG00000188153.14	HGNC:2207	COL4A5	collagen type IV alpha 5 chain	NM_033380.3	NP_203699.1	ENST00000328300.11	ENSP00000331902.7	MANE Select	NC_000023.11	108439838	108697545	+
GeneID:1288	ENSG00000197565.17	HGNC:2208	COL4A6	collagen type IV alpha 6 chain	NM_033641.4	NP_378667.1	ENST00000334504.12	ENSP00000334733.7	MANE Select	NC_000023.11	108155614	108438422	-
GeneID:1289	ENSG00000130635.17	HGNC:2209	COL5A1	collagen type V alpha 1 chain	NM_000093.5	NP_000084.3	ENST00000371817.8	ENSP00000360882.3	MANE Select	NC_000009.12	134641803	134844843	+
GeneID:1290	ENSG00000204262.14	HGNC:2210	COL5A2	collagen type V alpha 2 chain	NM_000393.5	NP_000384.2	ENST00000374866.9	ENSP00000364000.3	MANE Select	NC_000002.12	189031898	189179761	-
GeneID:1291	ENSG00000142156.16	HGNC:2211	COL6A1	collagen type VI alpha 1 chain	NM_001848.3	NP_001839.2	ENST00000361866.8	ENSP00000355180.3	MANE Select	NC_000021.9	45981770	46005048	+
GeneID:1292	ENSG00000142173.17	HGNC:2212	COL6A2	collagen type VI alpha 2 chain	NM_001849.4	NP_001840.3	ENST00000300527.9	ENSP00000300527.4	MANE Select	NC_000021.9	46098112	46132848	+
GeneID:1292	ENSG00000142173.17	HGNC:2212	COL6A2	collagen type VI alpha 2 chain	NM_058174.3	NP_478054.2	ENST00000397763.6	ENSP00000380870.1	MANE Plus Clinical	NC_000021.9	46098112	46129801	+
GeneID:1293	ENSG00000163359.17	HGNC:2213	COL6A3	collagen type VI alpha 3 chain	NM_004369.4	NP_004360.2	ENST00000295550.9	ENSP00000295550.4	MANE Select	NC_000002.12	237324018	237414164	-
GeneID:1294	ENSG00000114270.18	HGNC:2214	COL7A1	collagen type VII alpha 1 chain	NM_000094.4	NP_000085.1	ENST00000681320.1	ENSP00000506558.1	MANE Select	NC_000003.12	48564073	48595329	-
GeneID:1295	ENSG00000144810.16	HGNC:2215	COL8A1	collagen type VIII alpha 1 chain	NM_020351.4	NP_065084.2	ENST00000652472.1	ENSP00000498483.1	MANE Select	NC_000003.12	99638594	99799217	+
GeneID:1296	ENSG00000171812.13	HGNC:2216	COL8A2	collagen type VIII alpha 2 chain	NM_005202.4	NP_005193.1	ENST00000397799.2	ENSP00000380901.1	MANE Select	NC_000001.11	36095239	36125222	-
GeneID:1297	ENSG00000112280.18	HGNC:2217	COL9A1	collagen type IX alpha 1 chain	NM_001851.6	NP_001842.3	ENST00000357250.11	ENSP00000349790.6	MANE Select	NC_000006.12	70216126	70303084	-
GeneID:1298	ENSG00000049089.15	HGNC:2218	COL9A2	collagen type IX alpha 2 chain	NM_001852.4	NP_001843.1	ENST00000372748.8	ENSP00000361834.3	MANE Select	NC_000001.11	40300489	40317286	-
GeneID:1299	ENSG00000092758.18	HGNC:2219	COL9A3	collagen type IX alpha 3 chain	NM_001853.4	NP_001844.3	ENST00000649368.1	ENSP00000496793.1	MANE Select	NC_000020.11	62817050	62841159	+
GeneID:1300	ENSG00000123500.10	HGNC:2185	COL10A1	collagen type X alpha 1 chain	NM_000493.4	NP_000484.2	ENST00000651968.1	ENSP00000498802.1	MANE Select	NC_000006.12	116118909	116126132	-
GeneID:1301	ENSG00000060718.22	HGNC:2186	COL11A1	collagen type XI alpha 1 chain	NM_001854.4	NP_001845.3	ENST00000370096.9	ENSP00000359114.3	MANE Select	NC_000001.11	102876473	103108522	-
GeneID:1302	ENSG00000204248.12	HGNC:2187	COL11A2	collagen type XI alpha 2 chain	NM_080680.3	NP_542411.2	ENST00000341947.7	ENSP00000339915.2	MANE Select	NC_000006.12	33162694	33192467	-
GeneID:1303	ENSG00000111799.22	HGNC:2188	COL12A1	collagen type XII alpha 1 chain	NM_004370.6	NP_004361.3	ENST00000322507.13	ENSP00000325146.8	MANE Select	NC_000006.12	75084326	75206053	-
GeneID:1305	ENSG00000197467.17	HGNC:2190	COL13A1	collagen type XIII alpha 1 chain	NM_001368882.1	NP_001355811.1	ENST00000645393.2	ENSP00000496051.1	MANE Select	NC_000010.11	69801906	69959144	+
GeneID:1306	ENSG00000204291.12	HGNC:2192	COL15A1	collagen type XV alpha 1 chain	NM_001855.5	NP_001846.3	ENST00000375001.8	ENSP00000364140.3	MANE Select	NC_000009.12	98943907	99070787	+
GeneID:1307	ENSG00000084636.18	HGNC:2193	COL16A1	collagen type XVI alpha 1 chain	NM_001856.4	NP_001847.3	ENST00000373672.8	ENSP00000362776.3	MANE Select	NC_000001.11	31652263	31704017	-
GeneID:1308	ENSG00000065618.21	HGNC:2194	COL17A1	collagen type XVII alpha 1 chain	NM_000494.4	NP_000485.3	ENST00000648076.2	ENSP00000497653.1	MANE Select	NC_000010.11	104031286	104085880	-
GeneID:1310	ENSG00000082293.13	HGNC:2196	COL19A1	collagen type XIX alpha 1 chain	NM_001858.6	NP_001849.2	ENST00000620364.5	ENSP00000480474.1	MANE Select	NC_000006.12	69866556	70212468	+
GeneID:1311	ENSG00000105664.11	HGNC:2227	COMP	cartilage oligomeric matrix protein	NM_000095.3	NP_000086.2	ENST00000222271.7	ENSP00000222271.2	MANE Select	NC_000019.10	18782773	18791305	-
GeneID:1312	ENSG00000093010.15	HGNC:2228	COMT	catechol-O-methyltransferase	NM_000754.4	NP_000745.1	ENST00000361682.11	ENSP00000354511.6	MANE Select	NC_000022.11	19941772	19969975	+
GeneID:1314	ENSG00000122218.17	HGNC:2230	COPA	COPI coat complex subunit alpha	NM_004371.4	NP_004362.2	ENST00000241704.8	ENSP00000241704.7	MANE Select	NC_000001.11	160288594	160343250	-
GeneID:1315	ENSG00000129083.13	HGNC:2231	COPB1	COPI coat complex subunit beta 1	NM_001144061.2	NP_001137533.1	ENST00000439561.7	ENSP00000397873.2	MANE Select	NC_000011.10	14457512	14499811	-
GeneID:1316	ENSG00000067082.15	HGNC:2235	KLF6	KLF transcription factor 6	NM_001300.6	NP_001291.3	ENST00000497571.6	ENSP00000419923.1	MANE Select	NC_000010.11	3775996	3785209	-
GeneID:1317	ENSG00000136868.11	HGNC:11016	SLC31A1	solute carrier family 31 member 1	NM_001859.4	NP_001850.1	ENST00000374212.5	ENSP00000363329.4	MANE Select	NC_000009.12	113221544	113264492	+
GeneID:1318	ENSG00000136867.11	HGNC:11017	SLC31A2	solute carrier family 31 member 2	NM_001860.3	NP_001851.1	ENST00000259392.8	ENSP00000259392.3	MANE Select	NC_000009.12	113151007	113164140	+
GeneID:1325	ENSG00000241563.4	HGNC:2257	CORT	cortistatin	NM_001302.5	NP_001293.3	ENST00000377049.4	ENSP00000366248.4	MANE Select	NC_000001.11	10450031	10451998	+
GeneID:1326	ENSG00000107968.10	HGNC:6860	MAP3K8	mitogen-activated protein kinase kinase kinase 8	NM_005204.4	NP_005195.2	ENST00000263056.6	ENSP00000263056.1	MANE Select	NC_000010.11	30434184	30461833	+
GeneID:1327	ENSG00000131143.10	HGNC:2265	COX4I1	cytochrome c oxidase subunit 4I1	NM_001861.6	NP_001852.1	ENST00000253452.8	ENSP00000253452.2	MANE Select	NC_000016.10	85799695	85807068	+
GeneID:1329	ENSG00000135940.7	HGNC:2269	COX5B	cytochrome c oxidase subunit 5B	NM_001862.3	NP_001853.2	ENST00000258424.3	ENSP00000258424.2	MANE Select	NC_000002.12	97646062	97648383	+
GeneID:1337	ENSG00000111775.3	HGNC:2277	COX6A1	cytochrome c oxidase subunit 6A1	NM_004373.4	NP_004364.2	ENST00000229379.3	ENSP00000229379.2	MANE Select	NC_000012.12	120438113	120440730	+
GeneID:1339	ENSG00000156885.6	HGNC:2279	COX6A2	cytochrome c oxidase subunit 6A2	NM_005205.4	NP_005196.1	ENST00000287490.5	ENSP00000287490.4	MANE Select	NC_000016.10	31427731	31428360	-
GeneID:1340	ENSG00000126267.11	HGNC:2280	COX6B1	cytochrome c oxidase subunit 6B1	NM_001863.5	NP_001854.1	ENST00000649813.2	ENSP00000497926.1	MANE Select	NC_000019.10	35648323	35658782	+
GeneID:1345	ENSG00000164919.11	HGNC:2285	COX6C	cytochrome c oxidase subunit 6C	NM_004374.4	NP_004365.1	ENST00000520468.7	ENSP00000428895.1	MANE Select	NC_000008.11	99877865	99893707	-
GeneID:1346	ENSG00000161281.11	HGNC:2287	COX7A1	cytochrome c oxidase subunit 7A1	NM_001864.4	NP_001855.1	ENST00000292907.8	ENSP00000292907.3	MANE Select	NC_000019.10	36150922	36152447	-
GeneID:1347	ENSG00000112695.13	HGNC:2288	COX7A2	cytochrome c oxidase subunit 7A2	NM_001366293.2	NP_001353222.1	ENST00000684430.2	ENSP00000506727.1	MANE Select	NC_000006.12	75237787	75243801	-
GeneID:1349	ENSG00000131174.7	HGNC:2291	COX7B	cytochrome c oxidase subunit 7B	NM_001866.3	NP_001857.1	ENST00000650309.2	ENSP00000497474.1	MANE Select	NC_000023.11	77899468	77907376	+
GeneID:1350	ENSG00000127184.13	HGNC:2292	COX7C	cytochrome c oxidase subunit 7C	NM_001867.3	NP_001858.1	ENST00000247655.4	ENSP00000247655.3	MANE Select	NC_000005.10	86617941	86620962	+
GeneID:1351	ENSG00000176340.4	HGNC:2294	COX8A	cytochrome c oxidase subunit 8A	NM_004074.3	NP_004065.1	ENST00000314133.4	ENSP00000321260.3	MANE Select	NC_000011.10	63974620	63976543	+
GeneID:1352	ENSG00000006695.12	HGNC:2260	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10	NM_001303.4	NP_001294.2	ENST00000261643.8	ENSP00000261643.3	MANE Select	NC_000017.11	14069504	14208677	+
GeneID:1353	ENSG00000166260.13	HGNC:2261	COX11	cytochrome c oxidase copper chaperone COX11	NM_004375.5	NP_004366.1	ENST00000299335.8	ENSP00000299335.3	MANE Select	NC_000017.11	54960422	54968654	-
GeneID:1355	ENSG00000014919.13	HGNC:2263	COX15	cytochrome c oxidase assembly homolog COX15	NM_078470.6	NP_510870.1	ENST00000016171.6	ENSP00000016171.6	MANE Select	NC_000010.11	99710868	99732127	-
GeneID:1356	ENSG00000047457.14	HGNC:2295	CP	ceruloplasmin	NM_000096.4	NP_000087.2	ENST00000264613.11	ENSP00000264613.6	MANE Select	NC_000003.12	149172497	149221829	-
GeneID:1357	ENSG00000091704.10	HGNC:2296	CPA1	carboxypeptidase A1	NM_001868.4	NP_001859.1	ENST00000011292.8	ENSP00000011292.3	MANE Select	NC_000007.14	130380494	130388108	+
GeneID:1358	ENSG00000158516.12	HGNC:2297	CPA2	carboxypeptidase A2	NM_001869.3	NP_001860.2	ENST00000222481.9	ENSP00000222481.4	MANE Select	NC_000007.14	130266863	130289798	+
GeneID:1359	ENSG00000163751.4	HGNC:2298	CPA3	carboxypeptidase A3	NM_001870.4	NP_001861.2	ENST00000296046.4	ENSP00000296046.3	MANE Select	NC_000003.12	148865296	148897203	+
GeneID:1360	ENSG00000153002.12	HGNC:2299	CPB1	carboxypeptidase B1	NM_001871.3	NP_001862.2	ENST00000282957.9	ENSP00000282957.4	MANE Select	NC_000003.12	148827811	148860187	+
GeneID:1361	ENSG00000080618.17	HGNC:2300	CPB2	carboxypeptidase B2	NM_001872.5	NP_001863.3	ENST00000181383.10	ENSP00000181383.4	MANE Select	NC_000013.11	46053186	46105033	-
GeneID:1362	ENSG00000108582.12	HGNC:2301	CPD	carboxypeptidase D	NM_001304.5	NP_001295.2	ENST00000225719.9	ENSP00000225719.4	MANE Select	NC_000017.11	30378927	30469989	+
GeneID:1363	ENSG00000109472.14	HGNC:2303	CPE	carboxypeptidase E	NM_001873.4	NP_001864.1	ENST00000402744.9	ENSP00000386104.4	MANE Select	NC_000004.12	165379008	165498547	+
GeneID:1364	ENSG00000189143.10	HGNC:2046	CLDN4	claudin 4	NM_001305.5	NP_001296.1	ENST00000340958.4	ENSP00000342445.2	MANE Select	NC_000007.14	73830996	73832690	+
GeneID:1365	ENSG00000165215.6	HGNC:2045	CLDN3	claudin 3	NM_001306.4	NP_001297.1	ENST00000395145.3	ENSP00000378577.2	MANE Select	NC_000007.14	73768997	73770270	-
GeneID:1366	ENSG00000181885.18	HGNC:2049	CLDN7	claudin 7	NM_001307.6	NP_001298.3	ENST00000360325.11	ENSP00000353475.7	MANE Select	NC_000017.11	7259903	7262478	-
GeneID:1368	ENSG00000135678.12	HGNC:2311	CPM	carboxypeptidase M	NM_198320.5	NP_938079.1	ENST00000551568.6	ENSP00000448517.1	MANE Select	NC_000012.12	68851175	68933171	-
GeneID:1369	ENSG00000120054.12	HGNC:2312	CPN1	carboxypeptidase N subunit 1	NM_001308.3	NP_001299.1	ENST00000370418.8	ENSP00000359446.3	MANE Select	NC_000010.11	100042193	100081869	-
GeneID:1370	ENSG00000178772.7	HGNC:2313	CPN2	carboxypeptidase N subunit 2	NM_001080513.4	NP_001073982.3	ENST00000323830.4	ENSP00000319464.3	MANE Select	NC_000003.12	194339768	194351328	-
GeneID:1371	ENSG00000080819.9	HGNC:2321	CPOX	coproporphyrinogen oxidase	NM_000097.7	NP_000088.3	ENST00000647941.2	ENSP00000497326.1	MANE Select	NC_000003.12	98579446	98593611	-
GeneID:1373	ENSG00000021826.18	HGNC:2323	CPS1	carbamoyl-phosphate synthase 1	NM_001875.5	NP_001866.2	ENST00000233072.10	ENSP00000233072.5	MANE Select	NC_000002.12	210556599	210679107	+
GeneID:1374	ENSG00000110090.13	HGNC:2328	CPT1A	carnitine palmitoyltransferase 1A	NM_001876.4	NP_001867.2	ENST00000265641.10	ENSP00000265641.4	MANE Select	NC_000011.10	68754883	68841916	-
GeneID:1375	ENSG00000205560.14	HGNC:2329	CPT1B	carnitine palmitoyltransferase 1B	NM_152246.3	NP_689452.1	ENST00000312108.12	ENSP00000312189.8	MANE Select	NC_000022.11	50568861	50578427	-
GeneID:1376	ENSG00000157184.7	HGNC:2330	CPT2	carnitine palmitoyltransferase 2	NM_000098.3	NP_000089.1	ENST00000371486.4	ENSP00000360541.3	MANE Select	NC_000001.11	53196824	53214197	+
GeneID:1378	ENSG00000203710.12	HGNC:2334	CR1	complement C3b/C4b receptor 1 (Knops blood group)	NM_000651.6	NP_000642.3	ENST00000367049.9	ENSP00000356016.4	MANE Select	NC_000001.11	207496157	207641765	+
GeneID:1379	ENSG00000197721.17	HGNC:2335	CR1L	complement C3b/C4b receptor 1 like	NM_175710.2	NP_783641.1	ENST00000508064.7	ENSP00000421736.2	MANE Select	NC_000001.11	207645133	207723703	+
GeneID:1380	ENSG00000117322.19	HGNC:2336	CR2	complement C3d receptor 2	NM_001006658.3	NP_001006659.1	ENST00000367057.8	ENSP00000356024.3	MANE Select	NC_000001.11	207454328	207489892	+
GeneID:1381	ENSG00000166426.8	HGNC:2338	CRABP1	cellular retinoic acid binding protein 1	NM_004378.3	NP_004369.1	ENST00000299529.7	ENSP00000299529.6	MANE Select	NC_000015.10	78340353	78348225	+
GeneID:1382	ENSG00000143320.9	HGNC:2339	CRABP2	cellular retinoic acid binding protein 2	NM_001878.4	NP_001869.1	ENST00000368222.8	ENSP00000357205.3	MANE Select	NC_000001.11	156699606	156705583	-
GeneID:1384	ENSG00000095321.18	HGNC:2342	CRAT	carnitine O-acetyltransferase	NM_000755.5	NP_000746.3	ENST00000318080.7	ENSP00000315013.2	MANE Select	NC_000009.12	129094794	129110793	-
